2017-12-17 09:34:38.420545: I C:\tf_jenkins\home\workspace\rel-win\M\windows-gpu\PY\35\tensorflow\core\platform\cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX AVX2
2017-12-17 09:34:38.835796: I C:\tf_jenkins\home\workspace\rel-win\M\windows-gpu\PY\35\tensorflow\core\common_runtime\gpu\gpu_device.cc:1030] Found device 0 with properties: 
494 326 [[1 4 2 3]] [[1 4 7 3]]
495 327 [[1 4 7 4]] [[1 4 7 4]]
496 328 [[1 4 7 8]] [[1 4 7 8]]
497 329 [[1 4 7 8]] [[1 4 7 8]]
498 329 [[1 4 9 4]] [[1 4 8 4]]
499 330 [[1 4 8 4]] [[1 4 8 4]]
500 330 [[1 4 0 5]] [[1 4 8 5]]
501 331 [[1 4 8 9]] [[1 4 8 9]]
502 331 [[1 4 9 4]] [[1 4 9 0]]
503 331 [[1 4 9 7]] [[1 4 9 1]]
504 332 [[1 4 9 3]] [[1 4 9 3]]
505 332 [[1 4 4 3]] [[1 4 9 3]]
506 333 [[1 5 1 2]] [[1 5 1 2]]
507 333 [[1 4 2 2]] [[1 5 2 2]]
508 333 [[1 4 2 3]] [[1 5 2 3]]
509 334 [[1 5 2 3]] [[1 5 2 3]]
510 335 [[1 5 2 5]] [[1 5 2 5]]
511 335 [[1 5 7 7]] [[1 5 3 3]]
512 335 [[1 5 7 4]] [[1 5 3 4]]
513 336 [[1 5 3 8]] [[1 5 3 8]]
514 337 [[1 5 4 9]] [[1 5 4 9]]
515 337 [[1 5 6 0]] [[1 5 5 0]]
516 338 [[1 5 5 0]] [[1 5 5 0]]
517 339 [[1 5 5 2]] [[1 5 5 2]]
518 340 [[1 5 5 4]] [[1 5 5 4]]
519 341 [[1 5 5 6]] [[1 5 5 6]]
520 342 [[1 5 6 0]] [[1 5 6 0]]
521 343 [[1 5 6 3]] [[1 5 6 3]]
522 344 [[1 5 6 3]] [[1 5 6 3]]
523 345 [[1 5 6 7]] [[1 5 6 7]]
524 346 [[1 5 6 8]] [[1 5 6 8]]
525 347 [[1 5 6 9]] [[1 5 6 9]]
526 348 [[1 5 7 2]] [[1 5 7 2]]
527 349 [[1 5 8 0]] [[1 5 8 0]]
528 350 [[1 5 8 0]] [[1 5 8 0]]
529 351 [[1 5 8 3]] [[1 5 8 3]]
530 352 [[1 5 8 3]] [[1 5 8 3]]
531 353 [[1 5 8 3]] [[1 5 8 3]]
532 354 [[1 5 9 3]] [[1 5 9 3]]
533 355 [[1 5 9 3]] [[1 5 9 3]]
534 356 [[1 5 9 4]] [[1 5 9 4]]
535 356 [[1 5 9 6]] [[1 5 9 5]]
536 357 [[1 5 9 6]] [[1 5 9 6]]
537 357 [[1 6 8 2]] [[1 6 0 2]]
538 357 [[1 6 0 3]] [[1 6 0 7]]
539 357 [[1 6 1 3]] [[1 6 1 7]]
540 358 [[1 6 1 9]] [[1 6 1 9]]
541 358 [[1 6 7 4]] [[1 6 2 4]]
542 359 [[1 6 2 4]] [[1 6 2 4]]
543 360 [[1 6 2 5]] [[1 6 2 5]]
544 361 [[1 6 2 8]] [[1 6 2 8]]
545 362 [[1 6 2 8]] [[1 6 2 8]]
546 363 [[1 6 2 9]] [[1 6 2 9]]
547 364 [[1 6 3 6]] [[1 6 3 6]]
548 365 [[1 6 3 7]] [[1 6 3 7]]
549 366 [[1 6 3 9]] [[1 6 3 9]]
550 367 [[1 6 3 9]] [[1 6 3 9]]
551 368 [[1 6 3 9]] [[1 6 3 9]]
552 369 [[1 6 4 2]] [[1 6 4 2]]
553 370 [[1 6 4 5]] [[1 6 4 5]]
554 371 [[1 6 4 5]] [[1 6 4 5]]
555 372 [[1 6 4 5]] [[1 6 4 5]]
556 373 [[1 6 4 5]] [[1 6 4 5]]
557 374 [[1 6 5 1]] [[1 6 5 1]]
558 375 [[1 6 5 2]] [[1 6 5 2]]
559 376 [[1 6 5 3]] [[1 6 5 3]]
560 377 [[1 6 5 5]] [[1 6 5 5]]
561 378 [[1 6 5 5]] [[1 6 5 5]]
562 378 [[1 6 5 5]] [[1 6 5 9]]
563 379 [[1 6 6 0]] [[1 6 6 0]]
564 380 [[1 6 6 5]] [[1 6 6 5]]
565 381 [[1 6 6 8]] [[1 6 6 8]]
566 382 [[1 6 7 0]] [[1 6 7 0]]
567 383 [[1 6 7 4]] [[1 6 7 4]]
568 384 [[1 6 7 4]] [[1 6 7 4]]
569 385 [[1 6 8 6]] [[1 6 8 6]]
570 386 [[1 6 8 8]] [[1 6 8 8]]
571 387 [[1 6 9 3]] [[1 6 9 3]]
572 388 [[1 6 9 4]] [[1 6 9 4]]
573 388 [[1 6 9 4]] [[1 6 9 6]]
574 388 [[1 2 1 0]] [[1 7 1 1]]
575 388 [[1 1 1 9]] [[1 7 1 9]]
576 388 [[1 2 2 0]] [[1 7 2 0]]
577 388 [[1 2 2 6]] [[1 7 2 6]]
578 389 [[1 7 2 8]] [[1 7 2 8]]
579 389 [[1 1 2 8]] [[1 7 2 8]]
580 390 [[1 7 2 8]] [[1 7 2 8]]
581 391 [[1 7 2 9]] [[1 7 2 9]]
582 391 [[1 1 3 2]] [[1 7 3 2]]
583 392 [[1 7 3 4]] [[1 7 3 4]]
584 393 [[1 7 3 6]] [[1 7 3 6]]
585 393 [[1 7 3 1]] [[1 7 3 7]]
586 394 [[1 7 4 6]] [[1 7 4 6]]
587 394 [[1 1 5 2]] [[1 7 5 2]]
588 395 [[1 7 5 7]] [[1 7 5 7]]
589 396 [[1 7 6 5]] [[1 7 6 5]]
590 396 [[1 7 8 8]] [[1 7 6 8]]
591 397 [[1 7 7 3]] [[1 7 7 3]]
592 398 [[1 7 8 6]] [[1 7 8 6]]
593 399 [[1 7 8 8]] [[1 7 8 8]]
594 400 [[1 7 9 2]] [[1 7 9 2]]
595 400 [[1 6 0 2]] [[1 8 0 2]]
596 400 [[1 6 0 7]] [[1 8 0 7]]
597 400 [[1 6 2 1]] [[1 8 2 1]]
598 401 [[1 8 2 1]] [[1 8 2 1]]
599 402 [[1 8 2 1]] [[1 8 2 1]]
600 403 [[1 8 2 3]] [[1 8 2 3]]
601 404 [[1 8 2 3]] [[1 8 2 3]]
602 405 [[1 8 2 5]] [[1 8 2 5]]
603 406 [[1 8 2 5]] [[1 8 2 5]]
604 407 [[1 8 2 9]] [[1 8 2 9]]
605 408 [[1 8 3 3]] [[1 8 3 3]]
606 409 [[1 8 3 3]] [[1 8 3 3]]
607 410 [[1 8 3 4]] [[1 8 3 4]]
608 411 [[1 8 4 2]] [[1 8 4 2]]
609 412 [[1 8 4 5]] [[1 8 4 5]]
610 413 [[1 8 4 6]] [[1 8 4 6]]
611 414 [[1 8 4 6]] [[1 8 4 6]]
612 415 [[1 8 4 9]] [[1 8 4 9]]
613 416 [[1 8 5 4]] [[1 8 5 4]]
614 416 [[1 8 6 4]] [[1 8 5 4]]
615 417 [[1 8 5 8]] [[1 8 5 8]]
616 417 [[1 8 5 8]] [[1 8 5 9]]
617 418 [[1 8 6 1]] [[1 8 6 1]]
618 419 [[1 8 6 3]] [[1 8 6 3]]
619 419 [[1 8 2 2]] [[1 8 7 2]]
620 419 [[1 8 3 3]] [[1 8 7 3]]
621 420 [[1 8 7 6]] [[1 8 7 6]]
622 420 [[1 8 3 9]] [[1 8 7 9]]
623 421 [[1 8 8 3]] [[1 8 8 3]]
624 422 [[1 8 8 4]] [[1 8 8 4]]
625 423 [[1 8 8 5]] [[1 8 8 5]]
626 424 [[1 8 8 5]] [[1 8 8 5]]
627 424 [[1 8 8 9]] [[1 8 8 8]]
628 425 [[1 8 9 0]] [[1 8 9 0]]
629 425 [[1 8 9 7]] [[1 8 9 1]]
630 426 [[1 8 9 4]] [[1 8 9 4]]
631 427 [[1 8 9 5]] [[1 8 9 5]]
632 428 [[1 8 9 5]] [[1 8 9 5]]
633 428 [[1 8 9 2]] [[1 8 9 7]]
634 428 [[1 8 9 2]] [[1 8 9 7]]
635 429 [[1 8 9 8]] [[1 8 9 8]]
636 430 [[1 8 9 8]] [[1 8 9 8]]
637 430 [[1 8 9 3]] [[1 8 9 9]]
638 430 [[1 9 8 0]] [[1 9 0 0]]
639 430 [[1 9 8 9]] [[1 9 0 9]]
640 430 [[1 9 7 6]] [[1 9 1 6]]
641 430 [[1 9 2 8]] [[1 9 1 8]]
642 431 [[1 9 1 9]] [[1 9 1 9]]
643 431 [[1 9 7 0]] [[1 9 2 0]]
644 432 [[1 9 2 0]] [[1 9 2 0]]
645 433 [[1 9 2 2]] [[1 9 2 2]]
646 434 [[1 9 2 4]] [[1 9 2 4]]
647 435 [[1 9 2 4]] [[1 9 2 4]]
648 436 [[1 9 2 5]] [[1 9 2 5]]
649 436 [[1 9 0 6]] [[1 9 2 6]]
650 436 [[1 7 2 8]] [[1 9 2 8]]
651 437 [[1 9 2 8]] [[1 9 2 8]]
652 438 [[1 9 3 0]] [[1 9 3 0]]
653 438 [[1 9 7 3]] [[1 9 3 3]]
654 439 [[1 9 3 4]] [[1 9 3 4]]
655 440 [[1 9 3 6]] [[1 9 3 6]]
656 441 [[1 9 3 7]] [[1 9 3 7]]
657 442 [[1 9 3 8]] [[1 9 3 8]]
658 443 [[1 9 4 2]] [[1 9 4 2]]
659 444 [[1 9 4 3]] [[1 9 4 3]]
660 445 [[1 9 4 4]] [[1 9 4 4]]
661 446 [[1 9 4 5]] [[1 9 4 5]]
662 447 [[1 9 4 7]] [[1 9 4 7]]
663 448 [[1 9 4 7]] [[1 9 4 7]]
664 449 [[1 9 4 8]] [[1 9 4 8]]
665 450 [[1 9 4 9]] [[1 9 4 9]]
666 451 [[1 9 4 9]] [[1 9 4 9]]
667 452 [[1 9 4 9]] [[1 9 4 9]]
668 453 [[1 9 4 9]] [[1 9 4 9]]
669 453 [[1 9 5 8]] [[1 9 5 0]]
670 454 [[1 9 5 2]] [[1 9 5 2]]
671 455 [[1 9 5 4]] [[1 9 5 4]]
672 456 [[1 9 5 5]] [[1 9 5 5]]
673 457 [[1 9 5 5]] [[1 9 5 5]]
674 458 [[1 9 5 6]] [[1 9 5 6]]
675 459 [[1 9 5 6]] [[1 9 5 6]]
676 460 [[1 9 5 6]] [[1 9 5 6]]
677 461 [[1 9 5 8]] [[1 9 5 8]]
678 462 [[1 9 5 9]] [[1 9 5 9]]
679 463 [[1 9 5 9]] [[1 9 5 9]]
680 464 [[1 9 6 2]] [[1 9 6 2]]
681 465 [[1 9 6 2]] [[1 9 6 2]]
682 465 [[1 8 6 5]] [[1 9 6 5]]
683 466 [[1 9 6 5]] [[1 9 6 5]]
684 467 [[1 9 6 9]] [[1 9 6 9]]
685 467 [[1 9 2 2]] [[1 9 7 2]]
686 467 [[1 9 1 3]] [[1 9 7 3]]
687 468 [[1 9 7 6]] [[1 9 7 6]]
688 469 [[1 9 8 5]] [[1 9 8 5]]
689 470 [[1 9 8 5]] [[1 9 8 5]]
690 471 [[1 9 9 5]] [[1 9 9 5]]
691 472 [[1 9 9 8]] [[1 9 9 8]]
692 472 [[1 8 8 6]] [[2 0 0 6]]
693 472 [[1 7 0 6]] [[2 0 0 6]]
694 472 [[1 8 8 9]] [[2 0 0 9]]
695 472 [[1 8 1 0]] [[2 0 1 0]]
696 472 [[1 7 0 5]] [[2 0 1 5]]
697 472 [[1 8 2 6]] [[2 0 1 6]]
698 472 [[1 8 1 9]] [[2 0 1 9]]
699 472 [[1 8 2 1]] [[2 0 2 1]]
700 472 [[1 0 2 3]] [[2 0 2 3]]
701 472 [[1 0 2 4]] [[2 0 2 4]]
702 473 [[2 0 2 5]] [[2 0 2 5]]
703 474 [[2 0 2 5]] [[2 0 2 5]]
704 474 [[1 8 3 2]] [[2 0 3 2]]
705 474 [[1 0 3 3]] [[2 0 3 3]]
706 475 [[2 0 3 5]] [[2 0 3 5]]
707 475 [[1 0 3 7]] [[2 0 3 7]]
708 475 [[1 7 3 9]] [[2 0 3 9]]
709 476 [[2 0 3 9]] [[2 0 3 9]]
710 477 [[2 0 4 2]] [[2 0 4 2]]
711 478 [[2 0 4 3]] [[2 0 4 3]]
712 479 [[2 0 4 3]] [[2 0 4 3]]
713 479 [[2 0 4 0]] [[2 0 4 7]]
714 480 [[2 0 4 7]] [[2 0 4 7]]
715 481 [[2 0 4 8]] [[2 0 4 8]]
716 482 [[2 0 5 5]] [[2 0 5 5]]
717 482 [[2 0 5 1]] [[2 0 5 7]]
718 482 [[2 0 6 8]] [[2 0 5 8]]
719 483 [[2 0 6 2]] [[2 0 6 2]]
720 484 [[2 0 6 2]] [[2 0 6 2]]
721 485 [[2 0 6 5]] [[2 0 6 5]]
722 486 [[2 0 6 5]] [[2 0 6 5]]
723 487 [[2 0 6 6]] [[2 0 6 6]]
724 488 [[2 0 6 8]] [[2 0 6 8]]
725 488 [[2 0 3 2]] [[2 0 7 2]]
726 488 [[2 0 1 9]] [[2 0 7 9]]
727 488 [[2 0 1 9]] [[2 0 7 9]]
728 488 [[2 0 0 2]] [[2 0 8 2]]
729 489 [[2 0 8 3]] [[2 0 8 3]]
730 489 [[2 0 0 3]] [[2 0 8 3]]
731 490 [[2 0 8 3]] [[2 0 8 3]]
732 491 [[2 0 8 4]] [[2 0 8 4]]
733 492 [[2 0 8 5]] [[2 0 8 5]]
734 493 [[2 0 8 8]] [[2 0 8 8]]
735 494 [[2 0 8 8]] [[2 0 8 8]]
736 495 [[2 0 8 9]] [[2 0 8 9]]
737 496 [[2 0 9 2]] [[2 0 9 2]]
738 497 [[2 0 9 5]] [[2 0 9 5]]
739 498 [[2 0 9 7]] [[2 0 9 7]]
740 498 [[2 0 0 2]] [[2 1 0 7]]
741 498 [[2 0 8 5]] [[2 1 1 5]]
742 498 [[2 0 8 4]] [[2 1 2 4]]
743 498 [[2 0 3 3]] [[2 1 3 3]]
744 498 [[2 0 3 5]] [[2 1 3 5]]
745 498 [[2 3 3 5]] [[2 1 3 5]]
746 498 [[2 7 3 8]] [[2 1 3 8]]
747 498 [[2 0 4 2]] [[2 1 4 2]]
748 498 [[2 0 4 6]] [[2 1 4 6]]
749 498 [[2 0 4 6]] [[2 1 4 6]]
750 499 [[2 1 4 8]] [[2 1 4 8]]
751 500 [[2 1 5 2]] [[2 1 5 2]]
752 500 [[2 4 5 3]] [[2 1 5 3]]
753 501 [[2 1 5 4]] [[2 1 5 4]]
754 502 [[2 1 5 6]] [[2 1 5 6]]
755 503 [[2 1 5 8]] [[2 1 5 8]]
756 503 [[2 1 6 7]] [[2 1 6 0]]
757 504 [[2 1 6 0]] [[2 1 6 0]]
758 504 [[2 1 5 2]] [[2 1 6 2]]
759 505 [[2 1 6 2]] [[2 1 6 2]]
760 506 [[2 1 6 4]] [[2 1 6 4]]
761 507 [[2 1 6 4]] [[2 1 6 4]]
762 508 [[2 1 6 5]] [[2 1 6 5]]
763 509 [[2 1 6 6]] [[2 1 6 6]]
764 510 [[2 1 7 3]] [[2 1 7 3]]
765 511 [[2 1 8 6]] [[2 1 8 6]]
766 512 [[2 1 8 9]] [[2 1 8 9]]
767 513 [[2 1 9 4]] [[2 1 9 4]]
768 514 [[2 1 9 8]] [[2 1 9 8]]
769 515 [[2 1 9 9]] [[2 1 9 9]]
770 515 [[2 1 8 9]] [[2 1 9 9]]
771 515 [[2 1 0 2]] [[2 2 0 2]]
772 515 [[2 1 0 2]] [[2 2 0 2]]
773 515 [[2 2 9 3]] [[2 2 0 3]]
774 515 [[2 1 8 4]] [[2 2 0 4]]
775 516 [[2 2 0 4]] [[2 2 0 4]]
776 516 [[2 1 8 6]] [[2 2 0 6]]
777 517 [[2 2 0 6]] [[2 2 0 6]]
778 518 [[2 2 0 8]] [[2 2 0 8]]
779 518 [[2 2 7 0]] [[2 2 1 0]]
780 518 [[2 1 1 5]] [[2 2 1 5]]
781 519 [[2 2 1 6]] [[2 2 1 6]]
782 520 [[2 2 1 6]] [[2 2 1 6]]
783 521 [[2 2 2 0]] [[2 2 2 0]]
784 522 [[2 2 2 2]] [[2 2 2 2]]
785 522 [[2 2 3 3]] [[2 2 2 3]]
786 523 [[2 2 2 5]] [[2 2 2 5]]
787 524 [[2 2 2 5]] [[2 2 2 5]]
788 525 [[2 2 2 6]] [[2 2 2 6]]
789 526 [[2 2 2 8]] [[2 2 2 8]]
790 526 [[2 2 3 9]] [[2 2 2 9]]
791 527 [[2 2 2 9]] [[2 2 2 9]]
792 528 [[2 2 2 9]] [[2 2 2 9]]
793 529 [[2 2 2 9]] [[2 2 2 9]]
794 529 [[2 2 0 0]] [[2 2 3 0]]
795 530 [[2 2 3 2]] [[2 2 3 2]]
796 531 [[2 2 3 2]] [[2 2 3 2]]
797 532 [[2 2 3 4]] [[2 2 3 4]]
798 532 [[2 2 2 4]] [[2 2 3 4]]
799 533 [[2 2 3 5]] [[2 2 3 5]]
800 533 [[2 2 2 5]] [[2 2 3 5]]
801 533 [[2 2 0 5]] [[2 2 3 5]]
802 534 [[2 2 3 6]] [[2 2 3 6]]
803 534 [[2 2 3 3]] [[2 2 3 7]]
804 535 [[2 2 3 8]] [[2 2 3 8]]
805 536 [[2 2 3 9]] [[2 2 3 9]]
806 537 [[2 2 3 9]] [[2 2 3 9]]
807 537 [[2 2 3 2]] [[2 2 4 2]]
808 538 [[2 2 4 3]] [[2 2 4 3]]
809 539 [[2 2 4 4]] [[2 2 4 4]]
810 540 [[2 2 4 5]] [[2 2 4 5]]
811 540 [[2 2 0 6]] [[2 2 4 6]]
812 541 [[2 2 4 8]] [[2 2 4 8]]
813 542 [[2 2 4 9]] [[2 2 4 9]]
814 543 [[2 2 5 3]] [[2 2 5 3]]
815 544 [[2 2 5 4]] [[2 2 5 4]]
816 545 [[2 2 5 4]] [[2 2 5 4]]
817 546 [[2 2 5 6]] [[2 2 5 6]]
818 547 [[2 2 5 9]] [[2 2 5 9]]
819 548 [[2 2 5 9]] [[2 2 5 9]]
820 548 [[2 2 3 9]] [[2 2 5 9]]
821 549 [[2 2 6 0]] [[2 2 6 0]]
822 550 [[2 2 6 0]] [[2 2 6 0]]
823 550 [[2 2 6 7]] [[2 2 6 1]]
824 550 [[2 2 3 2]] [[2 2 6 3]]
825 551 [[2 2 6 4]] [[2 2 6 4]]
826 552 [[2 2 6 4]] [[2 2 6 4]]
827 553 [[2 2 6 5]] [[2 2 6 5]]
828 554 [[2 2 6 5]] [[2 2 6 5]]
829 555 [[2 2 6 7]] [[2 2 6 7]]
830 556 [[2 2 6 7]] [[2 2 6 7]]
831 557 [[2 2 6 7]] [[2 2 6 7]]
832 558 [[2 2 6 9]] [[2 2 6 9]]
833 559 [[2 2 6 9]] [[2 2 6 9]]
834 560 [[2 2 6 9]] [[2 2 6 9]]
835 561 [[2 2 6 9]] [[2 2 6 9]]
836 561 [[2 2 1 0]] [[2 2 7 0]]
837 562 [[2 2 7 2]] [[2 2 7 2]]
838 562 [[2 2 1 6]] [[2 2 7 6]]
839 563 [[2 2 7 7]] [[2 2 7 7]]
840 563 [[2 2 3 9]] [[2 2 7 9]]
841 564 [[2 2 8 0]] [[2 2 8 0]]
842 564 [[2 2 6 1]] [[2 2 8 1]]
843 564 [[2 2 6 2]] [[2 2 8 2]]
844 565 [[2 2 8 3]] [[2 2 8 3]]
845 565 [[2 2 6 6]] [[2 2 8 6]]
846 565 [[2 2 8 1]] [[2 2 8 7]]
847 566 [[2 2 8 9]] [[2 2 8 9]]
848 567 [[2 2 8 9]] [[2 2 8 9]]
849 568 [[2 2 9 0]] [[2 2 9 0]]
850 568 [[2 2 4 2]] [[2 2 9 2]]
851 568 [[2 2 9 9]] [[2 2 9 4]]
852 569 [[2 2 9 4]] [[2 2 9 4]]
853 570 [[2 2 9 4]] [[2 2 9 4]]
854 571 [[2 2 9 4]] [[2 2 9 4]]
855 572 [[2 2 9 5]] [[2 2 9 5]]
856 573 [[2 2 9 6]] [[2 2 9 6]]
857 574 [[2 2 9 7]] [[2 2 9 7]]
858 575 [[2 2 9 8]] [[2 2 9 8]]
859 576 [[2 2 9 8]] [[2 2 9 8]]
860 577 [[2 2 9 8]] [[2 2 9 8]]
861 578 [[2 2 9 8]] [[2 2 9 8]]
862 579 [[2 2 9 9]] [[2 2 9 9]]
863 580 [[2 2 9 9]] [[2 2 9 9]]
864 581 [[2 2 9 9]] [[2 2 9 9]]
865 581 [[2 2 0 4]] [[2 3 0 4]]
866 582 [[2 3 0 4]] [[2 3 0 4]]
867 582 [[2 3 4 5]] [[2 3 0 5]]
868 583 [[2 3 0 6]] [[2 3 0 6]]
869 584 [[2 3 0 6]] [[2 3 0 6]]
870 585 [[2 3 0 8]] [[2 3 0 8]]
871 586 [[2 3 0 8]] [[2 3 0 8]]
872 587 [[2 3 0 9]] [[2 3 0 9]]
873 588 [[2 3 1 3]] [[2 3 1 3]]
874 589 [[2 3 1 6]] [[2 3 1 6]]
875 590 [[2 3 1 6]] [[2 3 1 6]]
876 591 [[2 3 1 8]] [[2 3 1 8]]
877 592 [[2 3 1 8]] [[2 3 1 8]]
878 593 [[2 3 2 1]] [[2 3 2 1]]
879 594 [[2 3 2 2]] [[2 3 2 2]]
880 595 [[2 3 2 4]] [[2 3 2 4]]
881 596 [[2 3 2 4]] [[2 3 2 4]]
882 596 [[2 3 0 6]] [[2 3 2 6]]
883 597 [[2 3 2 9]] [[2 3 2 9]]
884 598 [[2 3 3 2]] [[2 3 3 2]]
885 599 [[2 3 3 2]] [[2 3 3 2]]
886 600 [[2 3 3 3]] [[2 3 3 3]]
887 601 [[2 3 3 5]] [[2 3 3 5]]
888 602 [[2 3 3 5]] [[2 3 3 5]]
889 603 [[2 3 3 8]] [[2 3 3 8]]
890 604 [[2 3 3 9]] [[2 3 3 9]]
891 605 [[2 3 4 0]] [[2 3 4 0]]
892 606 [[2 3 4 0]] [[2 3 4 0]]
893 607 [[2 3 4 2]] [[2 3 4 2]]
894 607 [[2 2 4 2]] [[2 3 4 2]]
895 608 [[2 3 4 2]] [[2 3 4 2]]
896 609 [[2 3 4 4]] [[2 3 4 4]]
897 610 [[2 3 4 6]] [[2 3 4 6]]
898 611 [[2 3 4 9]] [[2 3 4 9]]
899 612 [[2 3 5 2]] [[2 3 5 2]]
900 613 [[2 3 5 2]] [[2 3 5 2]]
901 614 [[2 3 5 2]] [[2 3 5 2]]
902 615 [[2 3 5 3]] [[2 3 5 3]]
903 616 [[2 3 5 3]] [[2 3 5 3]]
904 617 [[2 3 5 4]] [[2 3 5 4]]
905 618 [[2 3 5 6]] [[2 3 5 6]]
906 619 [[2 3 5 8]] [[2 3 5 8]]
907 620 [[2 3 5 9]] [[2 3 5 9]]
908 621 [[2 3 5 9]] [[2 3 5 9]]
909 622 [[2 3 6 0]] [[2 3 6 0]]
910 623 [[2 3 6 1]] [[2 3 6 1]]
911 623 [[2 3 4 4]] [[2 3 6 4]]
912 623 [[2 3 4 4]] [[2 3 6 4]]
913 624 [[2 3 6 5]] [[2 3 6 5]]
914 625 [[2 3 6 6]] [[2 3 6 6]]
915 626 [[2 3 6 8]] [[2 3 6 8]]
916 627 [[2 3 7 1]] [[2 3 7 1]]
917 628 [[2 3 7 1]] [[2 3 7 1]]
918 628 [[2 3 2 3]] [[2 3 7 3]]
919 629 [[2 3 7 3]] [[2 3 7 3]]
920 630 [[2 3 7 5]] [[2 3 7 5]]
921 631 [[2 3 7 5]] [[2 3 7 5]]
922 631 [[2 3 1 6]] [[2 3 7 6]]
923 632 [[2 3 8 0]] [[2 3 8 0]]
924 633 [[2 3 8 3]] [[2 3 8 3]]
925 634 [[2 3 8 5]] [[2 3 8 5]]
926 635 [[2 3 8 6]] [[2 3 8 6]]
927 635 [[2 3 8 0]] [[2 3 8 7]]
928 636 [[2 3 8 9]] [[2 3 8 9]]
929 637 [[2 3 8 9]] [[2 3 8 9]]
930 638 [[2 3 8 9]] [[2 3 8 9]]
931 639 [[2 3 8 9]] [[2 3 8 9]]
932 639 [[2 3 8 0]] [[2 3 9 0]]
933 640 [[2 3 9 0]] [[2 3 9 0]]
934 641 [[2 3 9 2]] [[2 3 9 2]]
935 642 [[2 3 9 6]] [[2 3 9 6]]
936 643 [[2 3 9 6]] [[2 3 9 6]]
937 644 [[2 3 9 9]] [[2 3 9 9]]
938 644 [[2 0 0 3]] [[2 4 0 3]]
939 645 [[2 4 0 4]] [[2 4 0 4]]
940 645 [[2 4 4 4]] [[2 4 0 4]]
941 646 [[2 4 0 5]] [[2 4 0 5]]
942 646 [[2 4 8 9]] [[2 4 0 9]]
943 647 [[2 4 0 9]] [[2 4 0 9]]
944 647 [[2 4 7 3]] [[2 4 1 3]]
945 647 [[2 4 2 4]] [[2 4 1 4]]
946 647 [[2 4 7 6]] [[2 4 1 6]]
947 647 [[2 4 7 9]] [[2 4 1 9]]
948 648 [[2 4 2 2]] [[2 4 2 2]]
949 649 [[2 4 2 2]] [[2 4 2 2]]
950 650 [[2 4 2 5]] [[2 4 2 5]]
951 651 [[2 4 2 8]] [[2 4 2 8]]
952 652 [[2 4 2 8]] [[2 4 2 8]]
953 653 [[2 4 2 8]] [[2 4 2 8]]
954 654 [[2 4 2 9]] [[2 4 2 9]]
955 654 [[2 4 0 9]] [[2 4 2 9]]
956 655 [[2 4 3 0]] [[2 4 3 0]]
957 656 [[2 4 3 0]] [[2 4 3 0]]
958 656 [[2 4 3 4]] [[2 4 3 1]]
959 656 [[2 4 3 8]] [[2 4 3 2]]
960 657 [[2 4 3 4]] [[2 4 3 4]]
961 658 [[2 4 3 5]] [[2 4 3 5]]
962 659 [[2 4 3 5]] [[2 4 3 5]]
963 660 [[2 4 3 6]] [[2 4 3 6]]
964 661 [[2 4 3 7]] [[2 4 3 7]]
965 662 [[2 4 3 7]] [[2 4 3 7]]
966 663 [[2 4 3 8]] [[2 4 3 8]]
967 664 [[2 4 3 9]] [[2 4 3 9]]
968 665 [[2 4 4 0]] [[2 4 4 0]]
969 666 [[2 4 4 2]] [[2 4 4 2]]
970 667 [[2 4 4 6]] [[2 4 4 6]]
971 668 [[2 4 4 7]] [[2 4 4 7]]
972 669 [[2 4 4 8]] [[2 4 4 8]]
973 670 [[2 4 4 9]] [[2 4 4 9]]
974 671 [[2 4 4 9]] [[2 4 4 9]]
975 672 [[2 4 4 9]] [[2 4 4 9]]
976 673 [[2 4 5 1]] [[2 4 5 1]]
977 674 [[2 4 5 2]] [[2 4 5 2]]
978 675 [[2 4 5 2]] [[2 4 5 2]]
979 676 [[2 4 5 2]] [[2 4 5 2]]
980 677 [[2 4 5 5]] [[2 4 5 5]]
981 678 [[2 4 5 7]] [[2 4 5 7]]
982 679 [[2 4 5 9]] [[2 4 5 9]]
983 679 [[2 4 6 8]] [[2 4 6 4]]
984 680 [[2 4 6 4]] [[2 4 6 4]]
985 681 [[2 4 6 5]] [[2 4 6 5]]
986 682 [[2 4 6 5]] [[2 4 6 5]]
987 683 [[2 4 6 5]] [[2 4 6 5]]
988 684 [[2 4 6 6]] [[2 4 6 6]]
989 685 [[2 4 6 8]] [[2 4 6 8]]
990 686 [[2 4 6 8]] [[2 4 6 8]]
991 687 [[2 4 6 9]] [[2 4 6 9]]
992 688 [[2 4 6 9]] [[2 4 6 9]]
993 689 [[2 4 7 2]] [[2 4 7 2]]
994 690 [[2 4 7 3]] [[2 4 7 3]]
995 690 [[2 4 1 6]] [[2 4 7 6]]
996 690 [[2 4 2 9]] [[2 4 7 9]]
997 690 [[2 4 0 0]] [[2 4 8 0]]
998 691 [[2 4 8 2]] [[2 4 8 2]]
999 692 [[2 4 8 3]] [[2 4 8 3]]
1000 693 [[2 4 8 5]] [[2 4 8 5]]
1001 694 [[2 4 8 5]] [[2 4 8 5]]
1002 695 [[2 4 8 6]] [[2 4 8 6]]
1003 696 [[2 4 8 7]] [[2 4 8 7]]
